pokemon_id,pokemon_name,height_m,weight_kg,base_experience,hp,attack,defense,special_attack,special_defense,speed
454,toxicroak,1.3,44.4,172.0,83,106,65,86,65,85
455,carnivine,1.4,27.0,159.0,74,100,72,90,72,46
456,finneon,0.4,7.0,66.0,49,49,56,49,61,66
457,lumineon,1.2,24.0,161.0,69,69,76,69,86,91
458,mantyke,1.0,65.0,69.0,45,20,50,60,120,50
459,snover,1.0,50.5,67.0,60,62,50,62,60,40
460,abomasnow,2.2,135.5,173.0,90,92,75,92,85,60
461,weavile,1.1,34.0,179.0,70,120,65,45,85,125
462,magnezone,1.2,180.0,241.0,70,70,115,130,90,60
463,lickilicky,1.7,140.0,180.0,110,85,95,80,95,50
464,rhyperior,2.4,282.8,241.0,115,140,130,55,55,40
465,tangrowth,2.0,128.6,187.0,100,100,125,110,50,50
466,electivire,1.8,138.6,243.0,75,123,67,95,85,95
467,magmortar,1.6,68.0,243.0,75,95,67,125,95,83
468,togekiss,1.5,38.0,245.0,85,50,95,120,115,80
469,yanmega,1.9,51.5,180.0,86,76,86,116,56,95
470,leafeon,1.0,25.5,184.0,65,110,130,60,65,95
471,glaceon,0.8,25.9,184.0,65,60,110,130,95,65
472,gliscor,2.0,42.5,179.0,75,95,125,45,75,95
473,mamoswine,2.5,291.0,239.0,110,130,80,70,60,80
474,porygon-z,0.9,34.0,241.0,85,80,70,135,75,90
475,gallade,1.6,52.0,233.0,68,125,65,65,115,80
476,probopass,1.4,340.0,184.0,60,55,145,75,150,40
477,dusknoir,2.2,106.6,236.0,45,100,135,65,135,45
478,froslass,1.3,26.6,168.0,70,80,70,80,70,110
479,rotom,0.3,0.3,154.0,50,50,77,95,77,91
480,uxie,0.3,0.3,261.0,75,75,130,75,130,95
481,mesprit,0.3,0.3,261.0,80,105,105,105,105,80
482,azelf,0.3,0.3,261.0,75,125,70,125,70,115
483,dialga,5.4,683.0,306.0,100,120,120,150,100,90
484,palkia,4.2,336.0,306.0,90,120,100,150,120,100
485,heatran,1.7,430.0,270.0,91,90,106,130,106,77
486,regigigas,3.7,420.0,302.0,110,160,110,80,110,100
487,giratina-altered,4.5,750.0,306.0,150,100,120,100,120,90
488,cresselia,1.5,85.6,270.0,120,70,110,75,120,85
489,phione,0.4,3.1,216.0,80,80,80,80,80,80
490,manaphy,0.3,1.4,270.0,100,100,100,100,100,100
491,darkrai,1.5,50.5,270.0,70,90,90,135,90,125
492,shaymin-land,0.2,2.1,270.0,100,100,100,100,100,100
493,arceus,3.2,320.0,324.0,120,120,120,120,120,120
494,victini,0.4,4.0,270.0,100,100,100,100,100,100
495,snivy,0.6,8.1,62.0,45,45,55,45,55,63
496,servine,0.8,16.0,145.0,60,60,75,60,75,83
497,serperior,3.3,63.0,238.0,75,75,95,75,95,113
498,tepig,0.5,9.9,62.0,65,63,45,45,45,45
499,pignite,1.0,55.5,146.0,90,93,55,70,55,55
500,emboar,1.6,150.0,238.0,110,123,65,100,65,65
501,oshawott,0.5,5.9,62.0,55,55,45,63,45,45
502,dewott,0.8,24.5,145.0,75,75,60,83,60,60
503,samurott,1.5,94.6,238.0,95,100,85,108,70,70
504,patrat,0.5,11.6,51.0,45,55,39,35,39,42
505,watchog,1.1,27.0,147.0,60,85,69,60,69,77
506,lillipup,0.4,4.1,55.0,45,60,45,25,45,55
507,herdier,0.9,14.7,130.0,65,80,65,35,65,60
508,stoutland,1.2,61.0,225.0,85,110,90,45,90,80
509,purrloin,0.4,10.1,56.0,41,50,37,50,37,66
510,liepard,1.1,37.5,156.0,64,88,50,88,50,106
511,pansage,0.6,10.5,63.0,50,53,48,53,48,64
512,simisage,1.1,30.5,174.0,75,98,63,98,63,101
513,pansear,0.6,11.0,63.0,50,53,48,53,48,64
514,simisear,1.0,28.0,174.0,75,98,63,98,63,101
515,panpour,0.6,13.5,63.0,50,53,48,53,48,64
516,simipour,1.0,29.0,174.0,75,98,63,98,63,101
517,munna,0.6,23.3,58.0,76,25,45,67,55,24
518,musharna,1.1,60.5,170.0,116,55,85,107,95,29
519,pidove,0.3,2.1,53.0,50,55,50,36,30,43
520,tranquill,0.6,15.0,125.0,62,77,62,50,42,65
521,unfezant,1.2,29.0,220.0,80,115,80,65,55,93
522,blitzle,0.8,29.8,59.0,45,60,32,50,32,76
523,zebstrika,1.6,79.5,174.0,75,100,63,80,63,116
524,roggenrola,0.4,18.0,56.0,55,75,85,25,25,15
525,boldore,0.9,102.0,137.0,70,105,105,50,40,20
526,gigalith,1.7,260.0,232.0,85,135,130,60,80,25
527,woobat,0.4,2.1,65.0,65,45,43,55,43,72
528,swoobat,0.9,10.5,149.0,67,57,55,77,55,114
529,drilbur,0.3,8.5,66.0,60,85,40,30,45,68
530,excadrill,0.7,40.4,178.0,110,135,60,50,65,88
531,audino,1.1,31.0,390.0,103,60,86,60,86,50
532,timburr,0.6,12.5,61.0,75,80,55,25,35,35
533,gurdurr,1.2,40.0,142.0,85,105,85,40,50,40
534,conkeldurr,1.4,87.0,227.0,105,140,95,55,65,45
535,tympole,0.5,4.5,59.0,50,50,40,50,40,64
536,palpitoad,0.8,17.0,134.0,75,65,55,65,55,69
537,seismitoad,1.5,62.0,229.0,105,95,75,85,75,74
538,throh,1.3,55.5,163.0,120,100,85,30,85,45
539,sawk,1.4,51.0,163.0,75,125,75,30,75,85
540,sewaddle,0.3,2.5,62.0,45,53,70,40,60,42
541,swadloon,0.5,7.3,133.0,55,63,90,50,80,42
542,leavanny,1.2,20.5,225.0,75,103,80,70,80,92
543,venipede,0.4,5.3,52.0,30,45,59,30,39,57
544,whirlipede,1.2,58.5,126.0,40,55,99,40,79,47
545,scolipede,2.5,200.5,218.0,60,100,89,55,69,112
546,cottonee,0.3,0.6,56.0,40,27,60,37,50,66
547,whimsicott,0.7,6.6,168.0,60,67,85,77,75,116
548,petilil,0.5,6.6,56.0,45,35,50,70,50,30
549,lilligant,1.1,16.3,168.0,70,60,75,110,75,90
550,basculin-red-striped,1.0,18.0,161.0,70,92,65,80,55,98
551,sandile,0.7,15.2,58.0,50,72,35,35,35,65
552,krokorok,1.0,33.4,123.0,60,82,45,45,45,74
553,krookodile,1.5,96.3,234.0,95,117,80,65,70,92
554,darumaka,0.6,37.5,63.0,70,90,45,15,45,50
555,darmanitan-standard,1.3,92.9,168.0,105,140,55,30,55,95
556,maractus,1.0,28.0,161.0,75,86,67,106,67,60
557,dwebble,0.3,14.5,65.0,50,65,85,35,35,55
558,crustle,1.4,200.0,170.0,70,105,125,65,75,45
559,scraggy,0.6,11.8,70.0,50,75,70,35,70,48
560,scrafty,1.1,30.0,171.0,65,90,115,45,115,58
561,sigilyph,1.4,14.0,172.0,72,58,80,103,80,97
562,yamask,0.5,1.5,61.0,38,30,85,55,65,30
563,cofagrigus,1.7,76.5,169.0,58,50,145,95,105,30
564,tirtouga,0.7,16.5,71.0,54,78,103,53,45,22
565,carracosta,1.2,81.0,173.0,74,108,133,83,65,32
566,archen,0.5,9.5,71.0,55,112,45,74,45,70
567,archeops,1.4,32.0,177.0,75,140,65,112,65,110
568,trubbish,0.6,31.0,66.0,50,50,62,40,62,65
569,garbodor,1.9,107.3,166.0,80,95,82,60,82,75
570,zorua,0.7,12.5,66.0,40,65,40,80,40,65
571,zoroark,1.6,81.1,179.0,60,105,60,120,60,105
572,minccino,0.4,5.8,60.0,55,50,40,40,40,75
573,cinccino,0.5,7.5,165.0,75,95,60,65,60,115
574,gothita,0.4,5.8,58.0,45,30,50,55,65,45
575,gothorita,0.7,18.0,137.0,60,45,70,75,85,55
576,gothitelle,1.5,44.0,221.0,70,55,95,95,110,65
577,solosis,0.3,1.0,58.0,45,30,40,105,50,20
578,duosion,0.6,8.0,130.0,65,40,50,125,60,30
579,reuniclus,1.0,20.1,221.0,110,65,75,125,85,30
580,ducklett,0.5,5.5,61.0,62,44,50,44,50,55
581,swanna,1.3,24.2,166.0,75,87,63,87,63,98
582,vanillite,0.4,5.7,61.0,36,50,50,65,60,44
583,vanillish,1.1,41.0,138.0,51,65,65,80,75,59
584,vanilluxe,1.3,57.5,241.0,71,95,85,110,95,79
585,deerling,0.6,19.5,67.0,60,60,50,40,50,75
586,sawsbuck,1.9,92.5,166.0,80,100,70,60,70,95
587,emolga,0.4,5.0,150.0,55,75,60,75,60,103
588,karrablast,0.5,5.9,63.0,50,75,45,40,45,60
589,escavalier,1.0,33.0,173.0,70,135,105,60,105,20
590,foongus,0.2,1.0,59.0,69,55,45,55,55,15
591,amoonguss,0.6,10.5,162.0,114,85,70,85,80,30
592,frillish-male,1.2,33.0,67.0,55,40,50,65,85,40
593,jellicent-male,2.2,135.0,168.0,100,60,70,85,105,60
594,alomomola,1.2,31.6,165.0,165,75,80,40,45,65
595,joltik,0.1,0.6,64.0,50,47,50,57,50,65
596,galvantula,0.8,14.3,165.0,70,77,60,97,60,108
597,ferroseed,0.6,18.8,61.0,44,50,91,24,86,10
598,ferrothorn,1.0,110.0,171.0,74,94,131,54,116,20
599,klink,0.3,21.0,60.0,40,55,70,45,60,30
600,klang,0.6,51.0,154.0,60,80,95,70,85,50
601,klinklang,0.6,81.0,234.0,60,100,115,70,85,90
602,tynamo,0.2,0.3,55.0,35,55,40,45,40,60
603,eelektrik,1.2,22.0,142.0,65,85,70,75,70,40
604,eelektross,2.1,80.5,232.0,85,115,80,105,80,50
605,elgyem,0.5,9.0,67.0,55,55,55,85,55,30
606,beheeyem,1.0,34.5,170.0,75,75,75,125,95,40
607,litwick,0.3,3.1,55.0,50,30,55,65,55,20
608,lampent,0.6,13.0,130.0,60,40,60,95,60,55
609,chandelure,1.0,34.3,234.0,60,55,90,145,90,80
610,axew,0.6,18.0,64.0,46,87,60,30,40,57
611,fraxure,1.0,36.0,144.0,66,117,70,40,50,67
612,haxorus,1.8,105.5,243.0,76,147,90,60,70,97
613,cubchoo,0.5,8.5,61.0,55,70,40,60,40,40
614,beartic,2.6,260.0,177.0,95,130,80,70,80,50
615,cryogonal,1.1,148.0,180.0,80,50,50,95,135,105
616,shelmet,0.4,7.7,61.0,50,40,85,40,65,25
617,accelgor,0.8,25.3,173.0,80,70,40,100,60,145
618,stunfisk,0.7,11.0,165.0,109,66,84,81,99,32
619,mienfoo,0.9,20.0,70.0,45,85,50,55,50,65
620,mienshao,1.4,35.5,179.0,65,125,60,95,60,105
621,druddigon,1.6,139.0,170.0,77,120,90,60,90,48
622,golett,1.0,92.0,61.0,59,74,50,35,50,35
623,golurk,2.8,330.0,169.0,89,124,80,55,80,55
624,pawniard,0.5,10.2,68.0,45,85,70,40,40,60
625,bisharp,1.6,70.0,172.0,65,125,100,60,70,70
626,bouffalant,1.6,94.6,172.0,95,110,95,40,95,55
627,rufflet,0.5,10.5,70.0,70,83,50,37,50,60
628,braviary,1.5,41.0,179.0,100,123,75,57,75,80
629,vullaby,0.5,9.0,74.0,70,55,75,45,65,60
630,mandibuzz,1.2,39.5,179.0,110,65,105,55,95,80
631,heatmor,1.4,58.0,169.0,85,97,66,105,66,65
632,durant,0.3,33.0,169.0,58,109,112,48,48,109
633,deino,0.8,17.3,60.0,52,65,50,45,50,38
634,zweilous,1.4,50.0,147.0,72,85,70,65,70,58
635,hydreigon,1.8,160.0,270.0,92,105,90,125,90,98
636,larvesta,1.1,28.8,72.0,55,85,55,50,55,60
637,volcarona,1.6,46.0,248.0,85,60,65,135,105,100
638,cobalion,2.1,250.0,261.0,91,90,129,90,72,108
639,terrakion,1.9,260.0,261.0,91,129,90,72,90,108
640,virizion,2.0,200.0,261.0,91,90,72,90,129,108
641,tornadus-incarnate,1.5,63.0,261.0,79,115,70,125,80,111
642,thundurus-incarnate,1.5,61.0,261.0,79,115,70,125,80,111
643,reshiram,3.2,330.0,306.0,100,120,100,150,120,90
644,zekrom,2.9,345.0,306.0,100,150,120,120,100,90
645,landorus-incarnate,1.5,68.0,270.0,89,125,90,115,80,101
646,kyurem,3.0,325.0,297.0,125,130,90,130,90,95
647,keldeo-ordinary,1.4,48.5,261.0,91,72,90,129,90,108
648,meloetta-aria,0.6,6.5,270.0,100,77,77,128,128,90
649,genesect,1.5,82.5,270.0,71,120,95,120,95,99
650,chespin,0.4,9.0,63.0,56,61,65,48,45,38
651,quilladin,0.7,29.0,142.0,61,78,95,56,58,57
652,chesnaught,1.6,90.0,239.0,88,107,122,74,75,64
653,fennekin,0.4,9.4,61.0,40,45,40,62,60,60
654,braixen,1.0,14.5,143.0,59,59,58,90,70,73
655,delphox,1.5,39.0,240.0,75,69,72,114,100,104
656,froakie,0.3,7.0,63.0,41,56,40,62,44,71
657,frogadier,0.6,10.9,142.0,54,63,52,83,56,97
658,greninja,1.5,40.0,239.0,72,95,67,103,71,122
659,bunnelby,0.4,5.0,47.0,38,36,38,32,36,57
660,diggersby,1.0,42.4,148.0,85,56,77,50,77,78
661,fletchling,0.3,1.7,56.0,45,50,43,40,38,62
662,fletchinder,0.7,16.0,134.0,62,73,55,56,52,84
663,talonflame,1.2,24.5,175.0,78,81,71,74,69,126
664,scatterbug,0.3,2.5,40.0,38,35,40,27,25,35
665,spewpa,0.3,8.4,75.0,45,22,60,27,30,29
666,vivillon,1.2,17.0,185.0,80,52,50,90,50,89
667,litleo,0.6,13.5,74.0,62,50,58,73,54,72
668,pyroar-male,1.5,81.5,177.0,86,68,72,109,66,106
669,flabebe,0.1,0.1,61.0,44,38,39,61,79,42
670,floette,0.2,0.9,130.0,54,45,47,75,98,52
671,florges,1.1,10.0,248.0,78,65,68,112,154,75
672,skiddo,0.9,31.0,70.0,66,65,48,62,57,52
673,gogoat,1.7,91.0,186.0,123,100,62,97,81,68
674,pancham,0.6,8.0,70.0,67,82,62,46,48,43
675,pangoro,2.1,136.0,173.0,95,124,78,69,71,58
676,furfrou,1.2,28.0,165.0,75,80,60,65,90,102
677,espurr,0.3,3.5,71.0,62,48,54,63,60,68
678,meowstic-male,0.6,8.5,163.0,74,48,76,83,81,104
679,honedge,0.8,2.0,65.0,45,80,100,35,37,28
680,doublade,0.8,4.5,157.0,59,110,150,45,49,35
681,aegislash-shield,1.7,53.0,234.0,60,50,140,50,140,60
682,spritzee,0.2,0.5,68.0,78,52,60,63,65,23
683,aromatisse,0.8,15.5,162.0,101,72,72,99,89,29
684,swirlix,0.4,3.5,68.0,62,48,66,59,57,49
685,slurpuff,0.8,5.0,168.0,82,80,86,85,75,72
686,inkay,0.4,3.5,58.0,53,54,53,37,46,45
687,malamar,1.5,47.0,169.0,86,92,88,68,75,73
688,binacle,0.5,31.0,61.0,42,52,67,39,56,50
689,barbaracle,1.3,96.0,175.0,72,105,115,54,86,68
690,skrelp,0.5,7.3,64.0,50,60,60,60,60,30
691,dragalge,1.8,81.5,173.0,65,75,90,97,123,44
692,clauncher,0.5,8.3,66.0,50,53,62,58,63,44
693,clawitzer,1.3,35.3,100.0,71,73,88,120,89,59
694,helioptile,0.5,6.0,58.0,44,38,33,61,43,70
695,heliolisk,1.0,21.0,168.0,62,55,52,109,94,109
696,tyrunt,0.8,26.0,72.0,58,89,77,45,45,48
697,tyrantrum,2.5,270.0,182.0,82,121,119,69,59,71
698,amaura,1.3,25.2,72.0,77,59,50,67,63,46
699,aurorus,2.7,225.0,104.0,123,77,72,99,92,58
700,sylveon,1.0,23.5,184.0,95,65,65,110,130,60
701,hawlucha,0.8,21.5,175.0,78,92,75,74,63,118
702,dedenne,0.2,2.2,151.0,67,58,57,81,67,101
703,carbink,0.3,5.7,100.0,50,50,150,50,150,50
704,goomy,0.3,2.8,60.0,45,50,35,55,75,40
705,sliggoo,0.8,17.5,158.0,68,75,53,83,113,60
706,goodra,2.0,150.5,270.0,90,100,70,110,150,80
707,klefki,0.2,3.0,165.0,57,80,91,80,87,75
708,phantump,0.4,7.0,62.0,43,70,48,50,60,38
709,trevenant,1.5,71.0,166.0,85,110,76,65,82,56
710,pumpkaboo-average,0.4,5.0,67.0,49,66,70,44,55,51
711,gourgeist-average,0.9,12.5,173.0,65,90,122,58,75,84
712,bergmite,1.0,99.5,61.0,55,69,85,32,35,28
713,avalugg,2.0,505.0,180.0,95,117,184,44,46,28
714,noibat,0.5,8.0,49.0,40,30,35,45,40,55
715,noivern,1.5,85.0,187.0,85,70,80,97,80,123
716,xerneas,3.0,215.0,306.0,126,131,95,131,98,99
717,yveltal,5.8,203.0,306.0,126,131,95,131,98,99
718,zygarde-50,5.0,305.0,270.0,108,100,121,81,95,95
719,diancie,0.7,8.8,270.0,50,100,150,100,150,50
720,hoopa,0.5,9.0,270.0,80,110,60,150,130,70
721,volcanion,1.7,195.0,270.0,80,110,120,130,90,70
722,rowlet,0.3,1.5,64.0,68,55,55,50,50,42
723,dartrix,0.7,16.0,147.0,78,75,75,70,70,52
724,decidueye,1.6,36.6,239.0,78,107,75,100,100,70
725,litten,0.4,4.3,64.0,45,65,40,60,40,70
726,torracat,0.7,25.0,147.0,65,85,50,80,50,90
727,incineroar,1.8,83.0,239.0,95,115,90,80,90,60
728,popplio,0.4,7.5,64.0,50,54,54,66,56,40
729,brionne,0.6,17.5,147.0,60,69,69,91,81,50
730,primarina,1.8,44.0,239.0,80,74,74,126,116,60
731,pikipek,0.3,1.2,53.0,35,75,30,30,30,65
732,trumbeak,0.6,14.8,124.0,55,85,50,40,50,75
733,toucannon,1.1,26.0,218.0,80,120,75,75,75,60
734,yungoos,0.4,6.0,51.0,48,70,30,30,30,45
735,gumshoos,0.7,14.2,146.0,88,110,60,55,60,45
736,grubbin,0.4,4.4,60.0,47,62,45,55,45,46
737,charjabug,0.5,10.5,140.0,57,82,95,55,75,36
738,vikavolt,1.5,45.0,225.0,77,70,90,145,75,43
739,crabrawler,0.6,7.0,68.0,47,82,57,42,47,63
740,crabominable,1.7,180.0,167.0,97,132,77,62,67,43
741,oricorio-baile,0.6,3.4,167.0,75,70,70,98,70,93
742,cutiefly,0.1,0.2,61.0,40,45,40,55,40,84
743,ribombee,0.2,0.5,162.0,60,55,60,95,70,124
744,rockruff,0.5,9.2,56.0,45,65,40,30,40,60
745,lycanroc-midday,0.8,25.0,170.0,75,115,65,55,65,112
746,wishiwashi-solo,0.2,0.3,61.0,45,20,20,25,25,40
747,mareanie,0.4,8.0,61.0,50,53,62,43,52,45
748,toxapex,0.7,14.5,173.0,50,63,152,53,142,35
749,mudbray,1.0,110.0,77.0,70,100,70,45,55,45
750,mudsdale,2.5,920.0,175.0,100,125,100,55,85,35
751,dewpider,0.3,4.0,54.0,38,40,52,40,72,27
752,araquanid,1.8,82.0,159.0,68,70,92,50,132,42
753,fomantis,0.3,1.5,50.0,40,55,35,50,35,35
754,lurantis,0.9,18.5,168.0,70,105,90,80,90,45
755,morelull,0.2,1.5,57.0,40,35,55,65,75,15
756,shiinotic,1.0,11.5,142.0,60,45,80,90,100,30
757,salandit,0.6,4.8,64.0,48,44,40,71,40,77
758,salazzle,1.2,22.2,168.0,68,64,60,111,60,117
759,stufful,0.5,6.8,68.0,70,75,50,45,50,50
760,bewear,2.1,135.0,175.0,120,125,80,55,60,60
761,bounsweet,0.3,3.2,42.0,42,30,38,30,38,32
762,steenee,0.7,8.2,102.0,52,40,48,40,48,62
763,tsareena,1.2,21.4,230.0,72,120,98,50,98,72
764,comfey,0.1,0.3,170.0,51,52,90,82,110,100
765,oranguru,1.5,76.0,172.0,90,60,80,90,110,60
766,passimian,2.0,82.8,172.0,100,120,90,40,60,80
767,wimpod,0.5,12.0,46.0,25,35,40,20,30,80
768,golisopod,2.0,108.0,186.0,75,125,140,60,90,40
769,sandygast,0.5,70.0,64.0,55,55,80,70,45,15
770,palossand,1.3,250.0,168.0,85,75,110,100,75,35
771,pyukumuku,0.3,1.2,144.0,55,60,130,30,130,5
772,type-null,1.9,120.5,107.0,95,95,95,95,95,59
773,silvally,2.3,100.5,257.0,95,95,95,95,95,95
774,minior-red-meteor,0.3,40.0,154.0,60,60,100,60,100,60
775,komala,0.4,19.9,168.0,65,115,65,75,95,65
776,turtonator,2.0,212.0,170.0,60,78,135,91,85,36
777,togedemaru,0.3,3.3,152.0,65,98,63,40,73,96
778,mimikyu-disguised,0.2,0.7,167.0,55,90,80,50,105,96
779,bruxish,0.9,19.0,166.0,68,105,70,70,70,92
780,drampa,3.0,185.0,170.0,78,60,85,135,91,36
781,dhelmise,3.9,210.0,181.0,70,131,100,86,90,40
782,jangmo-o,0.6,29.7,60.0,45,55,65,45,45,45
783,hakamo-o,1.2,47.0,147.0,55,75,90,65,70,65
784,kommo-o,1.6,78.2,270.0,75,110,125,100,105,85
785,tapu-koko,1.8,20.5,257.0,70,115,85,95,75,130
786,tapu-lele,1.2,18.6,257.0,70,85,75,130,115,95
787,tapu-bulu,1.9,45.5,257.0,70,130,115,85,95,75
788,tapu-fini,1.3,21.2,257.0,70,75,115,95,130,85
789,cosmog,0.2,0.1,40.0,43,29,31,29,31,37
790,cosmoem,0.1,999.9,140.0,43,29,131,29,131,37
791,solgaleo,3.4,230.0,306.0,137,137,107,113,89,97
792,lunala,4.0,120.0,306.0,137,113,89,137,107,97
793,nihilego,1.2,55.5,257.0,109,53,47,127,131,103
794,buzzwole,2.4,333.6,257.0,107,139,139,53,53,79
795,pheromosa,1.8,25.0,257.0,71,137,37,137,37,151
796,xurkitree,3.8,100.0,257.0,83,89,71,173,71,83
797,celesteela,9.2,999.9,257.0,97,101,103,107,101,61
798,kartana,0.3,0.1,257.0,59,181,131,59,31,109
799,guzzlord,5.5,888.0,257.0,223,101,53,97,53,43
800,necrozma,2.4,230.0,270.0,97,107,101,127,89,79
801,magearna,1.0,80.5,270.0,80,95,115,130,115,65
802,marshadow,0.7,22.2,270.0,90,125,80,90,90,125
803,poipole,0.6,1.8,189.0,67,73,67,73,67,73
804,naganadel,3.6,150.0,243.0,73,73,73,127,73,121
805,stakataka,5.5,820.0,257.0,61,131,211,53,101,13
806,blacephalon,1.8,13.0,257.0,53,127,53,151,79,107
807,zeraora,1.5,44.5,270.0,88,112,75,102,80,143
808,meltan,0.2,8.0,135.0,46,65,65,55,35,34
809,melmetal,2.5,800.0,270.0,135,143,143,80,65,34
810,grookey,0.3,5.0,62.0,50,65,50,40,40,65
811,thwackey,0.7,14.0,147.0,70,85,70,55,60,80
812,rillaboom,2.1,90.0,265.0,100,125,90,60,70,85
813,scorbunny,0.3,4.5,62.0,50,71,40,40,40,69
814,raboot,0.6,9.0,147.0,65,86,60,55,60,94
815,cinderace,1.4,33.0,265.0,80,116,75,65,75,119
816,sobble,0.3,4.0,62.0,50,40,40,70,40,70
817,drizzile,0.7,11.5,147.0,65,60,55,95,55,90
818,inteleon,1.9,45.2,265.0,70,85,65,125,65,120
819,skwovet,0.3,2.5,55.0,70,55,55,35,35,25
820,greedent,0.6,6.0,161.0,120,95,95,55,75,20
821,rookidee,0.2,1.8,49.0,38,47,35,33,35,57
822,corvisquire,0.8,16.0,128.0,68,67,55,43,55,77
823,corviknight,2.2,75.0,248.0,98,87,105,53,85,67
824,blipbug,0.4,8.0,36.0,25,20,20,25,45,45
825,dottler,0.4,19.5,117.0,50,35,80,50,90,30
826,orbeetle,0.4,40.8,253.0,60,45,110,80,120,90
827,nickit,0.6,8.9,49.0,40,28,28,47,52,50
828,thievul,1.2,19.9,159.0,70,58,58,87,92,90
829,gossifleur,0.4,2.2,50.0,40,40,60,40,60,10
830,eldegoss,0.5,2.5,161.0,60,50,90,80,120,60
831,wooloo,0.6,6.0,122.0,42,40,55,40,45,48
832,dubwool,1.3,43.0,172.0,72,80,100,60,90,88
833,chewtle,0.3,8.5,57.0,50,64,50,38,38,44
834,drednaw,1.0,115.5,170.0,90,115,90,48,68,74
835,yamper,0.3,13.5,54.0,59,45,50,40,50,26
836,boltund,1.0,34.0,172.0,69,90,60,90,60,121
837,rolycoly,0.3,12.0,48.0,30,40,50,40,50,30
838,carkol,1.1,78.0,144.0,80,60,90,60,70,50
839,coalossal,2.8,310.5,255.0,110,80,120,80,90,30
840,applin,0.2,0.5,52.0,40,40,80,40,40,20
841,flapple,0.3,1.0,170.0,70,110,80,95,60,70
842,appletun,0.4,13.0,170.0,110,85,80,100,80,30
843,silicobra,2.2,7.6,63.0,52,57,75,35,50,46
844,sandaconda,3.8,65.5,179.0,72,107,125,65,70,71
845,cramorant,0.8,18.0,166.0,70,85,55,85,95,85
846,arrokuda,0.5,1.0,56.0,41,63,40,40,30,66
847,barraskewda,1.3,30.0,172.0,61,123,60,60,50,136
848,toxel,0.4,11.0,48.0,40,38,35,54,35,40
849,toxtricity-amped,1.6,40.0,176.0,75,98,70,114,70,75
850,sizzlipede,0.7,1.0,61.0,50,65,45,50,50,45
851,centiskorch,3.0,120.0,184.0,100,115,65,90,90,65
852,clobbopus,0.6,4.0,62.0,50,68,60,50,50,32
853,grapploct,1.6,39.0,168.0,80,118,90,70,80,42
854,sinistea,0.1,0.2,62.0,40,45,45,74,54,50
855,polteageist,0.2,0.4,178.0,60,65,65,134,114,70
856,hatenna,0.4,3.4,53.0,42,30,45,56,53,39
857,hattrem,0.6,4.8,130.0,57,40,65,86,73,49
858,hatterene,2.1,5.1,255.0,57,90,95,136,103,29
859,impidimp,0.4,5.5,53.0,45,45,30,55,40,50
860,morgrem,0.8,12.5,130.0,65,60,45,75,55,70
861,grimmsnarl,1.5,61.0,255.0,95,120,65,95,75,60
862,obstagoon,1.6,46.0,260.0,93,90,101,60,81,95
863,perrserker,0.8,28.0,154.0,70,110,100,50,60,50
864,cursola,1.0,0.4,179.0,60,95,50,145,130,30
865,sirfetchd,0.8,117.0,177.0,62,135,95,68,82,65
866,mr-rime,1.5,58.2,182.0,80,85,75,110,100,70
867,runerigus,1.6,66.6,169.0,58,95,145,50,105,30
868,milcery,0.2,0.3,54.0,45,40,40,50,61,34
869,alcremie,0.3,0.5,173.0,65,60,75,110,121,64
870,falinks,3.0,62.0,165.0,65,100,100,70,60,75
871,pincurchin,0.3,1.0,152.0,48,101,95,91,85,15
872,snom,0.3,3.8,37.0,30,25,35,45,30,20
873,frosmoth,1.3,42.0,166.0,70,65,60,125,90,65
874,stonjourner,2.5,520.0,165.0,100,125,135,20,20,70
875,eiscue-ice,1.4,89.0,165.0,75,80,110,65,90,50
876,indeedee-male,0.9,28.0,166.0,60,65,55,105,95,95
877,morpeko-full-belly,0.3,3.0,153.0,58,95,58,70,58,97
878,cufant,1.2,100.0,66.0,72,80,49,40,49,40
879,copperajah,3.0,650.0,175.0,122,130,69,80,69,30
880,dracozolt,1.8,190.0,177.0,90,100,90,80,70,75
881,arctozolt,2.3,150.0,177.0,90,100,90,90,80,55
882,dracovish,2.3,215.0,177.0,90,90,100,70,80,75
883,arctovish,2.0,175.0,177.0,90,90,100,80,90,55
884,duraludon,1.8,40.0,187.0,70,95,115,120,50,85
885,dreepy,0.5,2.0,54.0,28,60,30,40,30,82
886,drakloak,1.4,11.0,144.0,68,80,50,60,50,102
887,dragapult,3.0,50.0,300.0,88,120,75,100,75,142
888,zacian,2.8,110.0,335.0,92,120,115,80,115,138
889,zamazenta,2.9,210.0,335.0,92,120,115,80,115,138
890,eternatus,20.0,950.0,345.0,140,85,95,145,95,130
891,kubfu,0.6,12.0,77.0,60,90,60,53,50,72
892,urshifu-single-strike,1.9,105.0,275.0,100,130,100,63,60,97
893,zarude,1.8,70.0,300.0,105,120,105,70,95,105
894,regieleki,1.2,145.0,290.0,80,100,50,100,50,200
895,regidrago,2.1,200.0,290.0,200,100,50,100,50,80
896,glastrier,2.2,800.0,290.0,100,145,130,65,110,30
897,spectrier,2.0,44.5,290.0,100,65,60,145,80,130
898,calyrex,1.1,7.7,250.0,100,80,80,80,80,80
899,wyrdeer,1.8,95.1,263.0,103,105,72,105,75,65
900,kleavor,1.8,89.0,175.0,70,135,95,45,70,85
901,ursaluna,2.4,290.0,275.0,130,140,105,45,80,50
