pokemon_id,ability_name,slot,is_hidden
511,overgrow,3,True
512,gluttony,1,False
512,overgrow,3,True
513,gluttony,1,False
513,blaze,3,True
514,gluttony,1,False
514,blaze,3,True
515,gluttony,1,False
515,torrent,3,True
516,gluttony,1,False
516,torrent,3,True
517,forewarn,1,False
517,synchronize,2,False
517,telepathy,3,True
518,forewarn,1,False
518,synchronize,2,False
518,telepathy,3,True
519,big-pecks,1,False
519,super-luck,2,False
519,rivalry,3,True
520,big-pecks,1,False
520,super-luck,2,False
520,rivalry,3,True
521,big-pecks,1,False
521,super-luck,2,False
521,rivalry,3,True
522,lightning-rod,1,False
522,motor-drive,2,False
522,sap-sipper,3,True
523,lightning-rod,1,False
523,motor-drive,2,False
523,sap-sipper,3,True
524,sturdy,1,False
524,weak-armor,2,False
524,sand-force,3,True
525,sturdy,1,False
525,weak-armor,2,False
525,sand-force,3,True
526,sturdy,1,False
526,sand-stream,2,False
526,sand-force,3,True
527,unaware,1,False
527,klutz,2,False
527,simple,3,True
528,unaware,1,False
528,klutz,2,False
528,simple,3,True
529,sand-rush,1,False
529,sand-force,2,False
529,mold-breaker,3,True
530,sand-rush,1,False
530,sand-force,2,False
530,mold-breaker,3,True
531,healer,1,False
531,regenerator,2,False
531,klutz,3,True
532,guts,1,False
532,sheer-force,2,False
532,iron-fist,3,True
533,guts,1,False
533,sheer-force,2,False
533,iron-fist,3,True
534,guts,1,False
534,sheer-force,2,False
534,iron-fist,3,True
535,swift-swim,1,False
535,hydration,2,False
535,water-absorb,3,True
536,swift-swim,1,False
536,hydration,2,False
536,water-absorb,3,True
537,swift-swim,1,False
537,poison-touch,2,False
537,water-absorb,3,True
538,guts,1,False
538,inner-focus,2,False
538,mold-breaker,3,True
539,sturdy,1,False
539,inner-focus,2,False
539,mold-breaker,3,True
540,swarm,1,False
540,chlorophyll,2,False
540,overcoat,3,True
541,leaf-guard,1,False
541,chlorophyll,2,False
541,overcoat,3,True
542,swarm,1,False
542,chlorophyll,2,False
542,overcoat,3,True
543,poison-point,1,False
543,swarm,2,False
543,speed-boost,3,True
544,poison-point,1,False
544,swarm,2,False
544,speed-boost,3,True
545,poison-point,1,False
545,swarm,2,False
545,speed-boost,3,True
546,prankster,1,False
546,infiltrator,2,False
546,chlorophyll,3,True
547,prankster,1,False
547,infiltrator,2,False
547,chlorophyll,3,True
548,chlorophyll,1,False
548,own-tempo,2,False
548,leaf-guard,3,True
549,chlorophyll,1,False
549,own-tempo,2,False
549,leaf-guard,3,True
550,reckless,1,False
550,adaptability,2,False
550,mold-breaker,3,True
551,intimidate,1,False
551,moxie,2,False
551,anger-point,3,True
552,intimidate,1,False
552,moxie,2,False
552,anger-point,3,True
553,intimidate,1,False
553,moxie,2,False
553,anger-point,3,True
554,hustle,1,False
554,inner-focus,3,True
555,sheer-force,1,False
555,zen-mode,3,True
556,water-absorb,1,False
556,chlorophyll,2,False
556,storm-drain,3,True
557,sturdy,1,False
557,shell-armor,2,False
557,weak-armor,3,True
558,sturdy,1,False
558,shell-armor,2,False
558,weak-armor,3,True
559,shed-skin,1,False
559,moxie,2,False
559,intimidate,3,True
560,shed-skin,1,False
560,moxie,2,False
560,intimidate,3,True
561,wonder-skin,1,False
561,magic-guard,2,False
561,tinted-lens,3,True
562,mummy,1,False
563,mummy,1,False
564,solid-rock,1,False
564,sturdy,2,False
564,swift-swim,3,True
565,solid-rock,1,False
565,sturdy,2,False
565,swift-swim,3,True
566,defeatist,1,False
567,defeatist,1,False
568,stench,1,False
568,sticky-hold,2,False
568,aftermath,3,True
569,stench,1,False
569,weak-armor,2,False
569,aftermath,3,True
570,illusion,1,False
571,illusion,1,False
572,cute-charm,1,False
572,technician,2,False
572,skill-link,3,True
573,cute-charm,1,False
573,technician,2,False
573,skill-link,3,True
574,frisk,1,False
574,competitive,2,False
574,shadow-tag,3,True
575,frisk,1,False
575,competitive,2,False
575,shadow-tag,3,True
576,frisk,1,False
576,competitive,2,False
576,shadow-tag,3,True
577,overcoat,1,False
577,magic-guard,2,False
577,regenerator,3,True
578,overcoat,1,False
578,magic-guard,2,False
578,regenerator,3,True
579,overcoat,1,False
579,magic-guard,2,False
579,regenerator,3,True
580,keen-eye,1,False
580,big-pecks,2,False
580,hydration,3,True
581,keen-eye,1,False
581,big-pecks,2,False
581,hydration,3,True
582,ice-body,1,False
582,snow-cloak,2,False
582,weak-armor,3,True
583,ice-body,1,False
583,snow-cloak,2,False
583,weak-armor,3,True
584,ice-body,1,False
584,snow-warning,2,False
584,weak-armor,3,True
585,chlorophyll,1,False
585,sap-sipper,2,False
585,serene-grace,3,True
586,chlorophyll,1,False
586,sap-sipper,2,False
586,serene-grace,3,True
587,static,1,False
587,motor-drive,3,True
588,swarm,1,False
588,shed-skin,2,False
588,no-guard,3,True
589,swarm,1,False
589,shell-armor,2,False
589,overcoat,3,True
590,effect-spore,1,False
590,regenerator,3,True
591,effect-spore,1,False
591,regenerator,3,True
592,water-absorb,1,False
592,cursed-body,2,False
592,damp,3,True
593,water-absorb,1,False
593,cursed-body,2,False
593,damp,3,True
594,healer,1,False
594,hydration,2,False
594,regenerator,3,True
595,compound-eyes,1,False
595,unnerve,2,False
595,swarm,3,True
596,compound-eyes,1,False
596,unnerve,2,False
596,swarm,3,True
597,iron-barbs,1,False
598,iron-barbs,1,False
598,anticipation,3,True
599,plus,1,False
599,minus,2,False
599,clear-body,3,True
600,plus,1,False
600,minus,2,False
600,clear-body,3,True
601,plus,1,False
601,minus,2,False
601,clear-body,3,True
602,levitate,1,False
603,levitate,1,False
604,levitate,1,False
605,telepathy,1,False
605,synchronize,2,False
605,analytic,3,True
606,telepathy,1,False
606,synchronize,2,False
606,analytic,3,True
607,flash-fire,1,False
607,flame-body,2,False
607,infiltrator,3,True
608,flash-fire,1,False
608,flame-body,2,False
608,infiltrator,3,True
609,flash-fire,1,False
609,flame-body,2,False
609,infiltrator,3,True
610,rivalry,1,False
610,mold-breaker,2,False
610,unnerve,3,True
611,rivalry,1,False
611,mold-breaker,2,False
611,unnerve,3,True
612,rivalry,1,False
612,mold-breaker,2,False
612,unnerve,3,True
613,snow-cloak,1,False
613,slush-rush,2,False
613,rattled,3,True
614,snow-cloak,1,False
614,slush-rush,2,False
614,swift-swim,3,True
615,levitate,1,False
616,hydration,1,False
616,shell-armor,2,False
616,overcoat,3,True
617,hydration,1,False
617,sticky-hold,2,False
617,unburden,3,True
618,static,1,False
618,limber,2,False
618,sand-veil,3,True
619,inner-focus,1,False
619,regenerator,2,False
619,reckless,3,True
620,inner-focus,1,False
620,regenerator,2,False
620,reckless,3,True
621,rough-skin,1,False
621,sheer-force,2,False
621,mold-breaker,3,True
622,iron-fist,1,False
622,klutz,2,False
622,no-guard,3,True
623,iron-fist,1,False
623,klutz,2,False
623,no-guard,3,True
624,defiant,1,False
624,inner-focus,2,False
624,pressure,3,True
625,defiant,1,False
625,inner-focus,2,False
625,pressure,3,True
626,reckless,1,False
626,sap-sipper,2,False
626,soundproof,3,True
627,keen-eye,1,False
627,sheer-force,2,False
627,hustle,3,True
628,keen-eye,1,False
628,sheer-force,2,False
628,defiant,3,True
629,big-pecks,1,False
629,overcoat,2,False
629,weak-armor,3,True
630,big-pecks,1,False
630,overcoat,2,False
630,weak-armor,3,True
631,gluttony,1,False
631,flash-fire,2,False
631,white-smoke,3,True
632,swarm,1,False
632,hustle,2,False
632,truant,3,True
633,hustle,1,False
634,hustle,1,False
635,levitate,1,False
636,flame-body,1,False
636,swarm,3,True
637,flame-body,1,False
637,swarm,3,True
638,justified,1,False
639,justified,1,False
640,justified,1,False
641,prankster,1,False
641,defiant,3,True
642,prankster,1,False
642,defiant,3,True
643,turboblaze,1,False
644,teravolt,1,False
645,sand-force,1,False
645,sheer-force,3,True
646,pressure,1,False
647,justified,1,False
648,serene-grace,1,False
649,download,1,False
650,overgrow,1,False
650,bulletproof,3,True
651,overgrow,1,False
651,bulletproof,3,True
652,overgrow,1,False
652,bulletproof,3,True
653,blaze,1,False
653,magician,3,True
654,blaze,1,False
654,magician,3,True
655,blaze,1,False
655,magician,3,True
656,torrent,1,False
656,protean,3,True
657,torrent,1,False
657,protean,3,True
658,torrent,1,False
658,protean,3,True
659,pickup,1,False
659,cheek-pouch,2,False
659,huge-power,3,True
660,pickup,1,False
660,cheek-pouch,2,False
660,huge-power,3,True
661,big-pecks,1,False
661,gale-wings,3,True
662,flame-body,1,False
662,gale-wings,3,True
663,flame-body,1,False
663,gale-wings,3,True
664,shield-dust,1,False
664,compound-eyes,2,False
664,friend-guard,3,True
665,shed-skin,1,False
665,friend-guard,3,True
666,shield-dust,1,False
666,compound-eyes,2,False
666,friend-guard,3,True
667,rivalry,1,False
667,unnerve,2,False
667,moxie,3,True
668,rivalry,1,False
668,unnerve,2,False
668,moxie,3,True
669,flower-veil,1,False
669,symbiosis,3,True
670,flower-veil,1,False
670,symbiosis,3,True
671,flower-veil,1,False
671,symbiosis,3,True
672,sap-sipper,1,False
672,grass-pelt,3,True
673,sap-sipper,1,False
673,grass-pelt,3,True
674,iron-fist,1,False
674,mold-breaker,2,False
674,scrappy,3,True
675,iron-fist,1,False
675,mold-breaker,2,False
675,scrappy,3,True
676,fur-coat,1,False
677,keen-eye,1,False
677,infiltrator,2,False
677,own-tempo,3,True
678,keen-eye,1,False
678,infiltrator,2,False
678,prankster,3,True
679,no-guard,1,False
680,no-guard,1,False
681,stance-change,1,False
682,healer,1,False
682,aroma-veil,3,True
683,healer,1,False
683,aroma-veil,3,True
684,sweet-veil,1,False
684,unburden,3,True
685,sweet-veil,1,False
685,unburden,3,True
686,contrary,1,False
686,suction-cups,2,False
686,infiltrator,3,True
687,contrary,1,False
687,suction-cups,2,False
687,infiltrator,3,True
688,tough-claws,1,False
688,sniper,2,False
688,pickpocket,3,True
689,tough-claws,1,False
689,sniper,2,False
689,pickpocket,3,True
690,poison-point,1,False
690,poison-touch,2,False
690,adaptability,3,True
691,poison-point,1,False
691,poison-touch,2,False
691,adaptability,3,True
692,mega-launcher,1,False
693,mega-launcher,1,False
694,dry-skin,1,False
694,sand-veil,2,False
694,solar-power,3,True
695,dry-skin,1,False
695,sand-veil,2,False
695,solar-power,3,True
696,strong-jaw,1,False
696,sturdy,3,True
697,strong-jaw,1,False
697,rock-head,3,True
698,refrigerate,1,False
698,snow-warning,3,True
699,refrigerate,1,False
699,snow-warning,3,True
700,cute-charm,1,False
700,pixilate,3,True
701,limber,1,False
701,unburden,2,False
701,mold-breaker,3,True
702,cheek-pouch,1,False
702,pickup,2,False
702,plus,3,True
703,clear-body,1,False
703,sturdy,3,True
704,sap-sipper,1,False
704,hydration,2,False
704,gooey,3,True
705,sap-sipper,1,False
705,hydration,2,False
705,gooey,3,True
706,sap-sipper,1,False
706,hydration,2,False
706,gooey,3,True
707,prankster,1,False
707,magician,3,True
708,natural-cure,1,False
708,frisk,2,False
708,harvest,3,True
709,natural-cure,1,False
709,frisk,2,False
709,harvest,3,True
710,pickup,1,False
710,frisk,2,False
710,insomnia,3,True
711,pickup,1,False
711,frisk,2,False
711,insomnia,3,True
712,own-tempo,1,False
712,ice-body,2,False
712,sturdy,3,True
713,own-tempo,1,False
713,ice-body,2,False
713,sturdy,3,True
714,frisk,1,False
714,infiltrator,2,False
714,telepathy,3,True
715,frisk,1,False
715,infiltrator,2,False
715,telepathy,3,True
716,fairy-aura,1,False
717,dark-aura,1,False
718,aura-break,1,False
719,clear-body,1,False
720,magician,1,False
721,water-absorb,1,False
722,overgrow,1,False
722,long-reach,3,True
723,overgrow,1,False
723,long-reach,3,True
724,overgrow,1,False
724,long-reach,3,True
725,blaze,1,False
725,intimidate,3,True
726,blaze,1,False
726,intimidate,3,True
727,blaze,1,False
727,intimidate,3,True
728,torrent,1,False
728,liquid-voice,3,True
729,torrent,1,False
729,liquid-voice,3,True
730,torrent,1,False
730,liquid-voice,3,True
731,keen-eye,1,False
731,skill-link,2,False
731,pickup,3,True
732,keen-eye,1,False
732,skill-link,2,False
732,pickup,3,True
733,keen-eye,1,False
733,skill-link,2,False
733,sheer-force,3,True
734,stakeout,1,False
734,strong-jaw,2,False
734,adaptability,3,True
735,stakeout,1,False
735,strong-jaw,2,False
735,adaptability,3,True
736,swarm,1,False
737,battery,1,False
738,levitate,1,False
739,hyper-cutter,1,False
739,iron-fist,2,False
739,anger-point,3,True
740,hyper-cutter,1,False
740,iron-fist,2,False
740,anger-point,3,True
741,dancer,1,False
742,honey-gather,1,False
742,shield-dust,2,False
742,sweet-veil,3,True
743,honey-gather,1,False
743,shield-dust,2,False
743,sweet-veil,3,True
744,keen-eye,1,False
744,vital-spirit,2,False
744,steadfast,3,True
745,keen-eye,1,False
745,sand-rush,2,False
745,steadfast,3,True
746,schooling,1,False
747,merciless,1,False
747,limber,2,False
747,regenerator,3,True
748,merciless,1,False
748,limber,2,False
748,regenerator,3,True
749,own-tempo,1,False
749,stamina,2,False
749,inner-focus,3,True
750,own-tempo,1,False
750,stamina,2,False
750,inner-focus,3,True
751,water-bubble,1,False
751,water-absorb,3,True
752,water-bubble,1,False
752,water-absorb,3,True
753,leaf-guard,1,False
753,contrary,3,True
754,leaf-guard,1,False
754,contrary,3,True
755,illuminate,1,False
755,effect-spore,2,False
755,rain-dish,3,True
756,illuminate,1,False
756,effect-spore,2,False
756,rain-dish,3,True
757,corrosion,1,False
757,oblivious,3,True
758,corrosion,1,False
758,oblivious,3,True
759,fluffy,1,False
759,klutz,2,False
759,cute-charm,3,True
760,fluffy,1,False
760,klutz,2,False
760,unnerve,3,True
761,leaf-guard,1,False
761,oblivious,2,False
761,sweet-veil,3,True
762,leaf-guard,1,False
762,oblivious,2,False
762,sweet-veil,3,True
763,leaf-guard,1,False
763,queenly-majesty,2,False
763,sweet-veil,3,True
764,flower-veil,1,False
764,triage,2,False
764,natural-cure,3,True
765,inner-focus,1,False
765,telepathy,2,False
765,symbiosis,3,True
766,receiver,1,False
766,defiant,3,True
767,wimp-out,1,False
768,emergency-exit,1,False
769,water-compaction,1,False
769,sand-veil,3,True
770,water-compaction,1,False
770,sand-veil,3,True
771,innards-out,1,False
771,unaware,3,True
772,battle-armor,1,False
773,rks-system,1,False
774,shields-down,1,False
775,comatose,1,False
776,shell-armor,1,False
777,iron-barbs,1,False
777,lightning-rod,2,False
777,sturdy,3,True
778,disguise,1,False
779,dazzling,1,False
779,strong-jaw,2,False
779,wonder-skin,3,True
780,berserk,1,False
780,sap-sipper,2,False
780,cloud-nine,3,True
781,steelworker,1,False
782,bulletproof,1,False
782,soundproof,2,False
782,overcoat,3,True
783,bulletproof,1,False
783,soundproof,2,False
783,overcoat,3,True
784,bulletproof,1,False
784,soundproof,2,False
784,overcoat,3,True
785,electric-surge,1,False
785,telepathy,3,True
786,psychic-surge,1,False
786,telepathy,3,True
787,grassy-surge,1,False
787,telepathy,3,True
788,misty-surge,1,False
788,telepathy,3,True
789,unaware,1,False
790,sturdy,1,False
791,full-metal-body,1,False
792,shadow-shield,1,False
793,beast-boost,1,False
794,beast-boost,1,False
795,beast-boost,1,False
796,beast-boost,1,False
797,beast-boost,1,False
798,beast-boost,1,False
799,beast-boost,1,False
800,prism-armor,1,False
801,soul-heart,1,False
802,technician,1,False
803,beast-boost,1,False
804,beast-boost,1,False
805,beast-boost,1,False
806,beast-boost,1,False
807,volt-absorb,1,False
808,magnet-pull,1,False
809,iron-fist,1,False
810,overgrow,1,False
810,grassy-surge,3,True
811,overgrow,1,False
811,grassy-surge,3,True
812,overgrow,1,False
812,grassy-surge,3,True
813,blaze,1,False
813,libero,3,True
814,blaze,1,False
814,libero,3,True
815,blaze,1,False
815,libero,3,True
816,torrent,1,False
816,sniper,3,True
817,torrent,1,False
817,sniper,3,True
818,torrent,1,False
818,sniper,3,True
819,cheek-pouch,1,False
819,gluttony,3,True
820,cheek-pouch,1,False
820,gluttony,3,True
821,keen-eye,1,False
821,unnerve,2,False
821,big-pecks,3,True
822,keen-eye,1,False
822,unnerve,2,False
822,big-pecks,3,True
823,pressure,1,False
823,unnerve,2,False
823,mirror-armor,3,True
824,swarm,1,False
824,compound-eyes,2,False
824,telepathy,3,True
825,swarm,1,False
825,compound-eyes,2,False
825,telepathy,3,True
826,swarm,1,False
826,frisk,2,False
826,telepathy,3,True
827,run-away,1,False
827,unburden,2,False
827,stakeout,3,True
828,run-away,1,False
828,unburden,2,False
828,stakeout,3,True
829,cotton-down,1,False
829,regenerator,2,False
829,effect-spore,3,True
830,cotton-down,1,False
830,regenerator,2,False
830,effect-spore,3,True
831,fluffy,1,False
831,run-away,2,False
831,bulletproof,3,True
832,fluffy,1,False
832,steadfast,2,False
832,bulletproof,3,True
833,strong-jaw,1,False
833,shell-armor,2,False
833,swift-swim,3,True
834,strong-jaw,1,False
834,shell-armor,2,False
834,swift-swim,3,True
835,ball-fetch,1,False
835,rattled,3,True
836,strong-jaw,1,False
836,competitive,3,True
837,steam-engine,1,False
837,heatproof,2,False
837,flash-fire,3,True
838,steam-engine,1,False
838,flame-body,2,False
838,flash-fire,3,True
839,steam-engine,1,False
839,flame-body,2,False
839,flash-fire,3,True
840,ripen,1,False
840,gluttony,2,False
840,bulletproof,3,True
841,ripen,1,False
841,gluttony,2,False
841,hustle,3,True
842,ripen,1,False
842,gluttony,2,False
842,thick-fat,3,True
843,sand-spit,1,False
843,shed-skin,2,False
843,sand-veil,3,True
844,sand-spit,1,False
844,shed-skin,2,False
844,sand-veil,3,True
845,gulp-missile,1,False
846,swift-swim,1,False
846,propeller-tail,3,True
847,swift-swim,1,False
847,propeller-tail,3,True
848,rattled,1,False
848,static,2,False
848,klutz,3,True
849,punk-rock,1,False
849,plus,2,False
849,technician,3,True
850,flash-fire,1,False
850,white-smoke,2,False
850,flame-body,3,True
851,flash-fire,1,False
851,white-smoke,2,False
851,flame-body,3,True
852,limber,1,False
852,technician,3,True
853,limber,1,False
853,technician,3,True
854,weak-armor,1,False
854,cursed-body,3,True
855,weak-armor,1,False
855,cursed-body,3,True
856,healer,1,False
856,anticipation,2,False
856,magic-bounce,3,True
857,healer,1,False
857,anticipation,2,False
857,magic-bounce,3,True
858,healer,1,False
858,anticipation,2,False
858,magic-bounce,3,True
859,prankster,1,False
859,frisk,2,False
859,pickpocket,3,True
860,prankster,1,False
860,frisk,2,False
860,pickpocket,3,True
861,prankster,1,False
861,frisk,2,False
861,pickpocket,3,True
862,reckless,1,False
862,guts,2,False
862,defiant,3,True
863,battle-armor,1,False
863,tough-claws,2,False
863,steely-spirit,3,True
864,weak-armor,1,False
864,perish-body,3,True
865,steadfast,1,False
865,scrappy,3,True
866,tangled-feet,1,False
866,screen-cleaner,2,False
866,ice-body,3,True
867,wandering-spirit,1,False
868,sweet-veil,1,False
868,aroma-veil,3,True
869,sweet-veil,1,False
869,aroma-veil,3,True
870,battle-armor,1,False
870,defiant,3,True
871,lightning-rod,1,False
871,electric-surge,3,True
872,shield-dust,1,False
872,ice-scales,3,True
873,shield-dust,1,False
873,ice-scales,3,True
874,power-spot,1,False
875,ice-face,1,False
876,inner-focus,1,False
876,synchronize,2,False
876,psychic-surge,3,True
877,hunger-switch,1,False
878,sheer-force,1,False
878,heavy-metal,3,True
879,sheer-force,1,False
879,heavy-metal,3,True
880,volt-absorb,1,False
880,hustle,2,False
880,sand-rush,3,True
881,volt-absorb,1,False
881,static,2,False
881,slush-rush,3,True
882,water-absorb,1,False
882,strong-jaw,2,False
882,sand-rush,3,True
883,water-absorb,1,False
883,ice-body,2,False
883,slush-rush,3,True
884,light-metal,1,False
884,heavy-metal,2,False
884,stalwart,3,True
885,clear-body,1,False
885,infiltrator,2,False
885,cursed-body,3,True
886,clear-body,1,False
886,infiltrator,2,False
886,cursed-body,3,True
887,clear-body,1,False
887,infiltrator,2,False
887,cursed-body,3,True
888,intrepid-sword,1,False
889,dauntless-shield,1,False
890,pressure,1,False
891,inner-focus,1,False
892,unseen-fist,1,False
893,leaf-guard,1,False
894,transistor,1,False
895,dragons-maw,1,False
896,chilling-neigh,1,False
897,grim-neigh,1,False
898,unnerve,1,False
899,intimidate,1,False
899,frisk,2,False
899,sap-sipper,3,True
900,swarm,1,False
900,sheer-force,2,False
900,sharpness,3,True
901,guts,1,False
901,bulletproof,2,False
901,unnerve,3,True
902,swift-swim,1,False
902,adaptability,2,False
902,mold-breaker,3,True
903,pressure,1,False
903,unburden,2,False
903,poison-touch,3,True
904,poison-point,1,False
904,swift-swim,2,False
904,intimidate,3,True
905,cute-charm,1,False
905,contrary,3,True
906,overgrow,1,False
906,protean,3,True
907,overgrow,1,False
907,protean,3,True
908,overgrow,1,False
908,protean,3,True
909,blaze,1,False
909,unaware,3,True
910,blaze,1,False
910,unaware,3,True
911,blaze,1,False
911,unaware,3,True
912,torrent,1,False
912,moxie,3,True
913,torrent,1,False
913,moxie,3,True
914,torrent,1,False
914,moxie,3,True
915,aroma-veil,1,False
915,gluttony,2,False
915,thick-fat,3,True
916,lingering-aroma,1,False
916,gluttony,2,False
916,thick-fat,3,True
917,insomnia,1,False
917,stakeout,3,True
918,insomnia,1,False
918,stakeout,3,True
919,swarm,1,False
919,tinted-lens,3,True
920,swarm,1,False
920,tinted-lens,3,True
921,static,1,False
921,natural-cure,2,False
921,iron-fist,3,True
922,volt-absorb,1,False
922,natural-cure,2,False
922,iron-fist,3,True
923,volt-absorb,1,False
923,natural-cure,2,False
923,iron-fist,3,True
924,run-away,1,False
924,pickup,2,False
924,own-tempo,3,True
925,friend-guard,1,False
925,cheek-pouch,2,False
925,technician,3,True
926,own-tempo,1,False
926,klutz,3,True
927,well-baked-body,1,False
927,aroma-veil,3,True
928,early-bird,1,False
928,harvest,3,True
929,early-bird,1,False
929,harvest,3,True
930,seed-sower,1,False
930,harvest,3,True
931,intimidate,1,False
931,hustle,2,False
931,guts,3,True
932,purifying-salt,1,False
932,sturdy,2,False
932,clear-body,3,True
933,purifying-salt,1,False
933,sturdy,2,False
933,clear-body,3,True
934,purifying-salt,1,False
934,sturdy,2,False
934,clear-body,3,True
935,flash-fire,1,False
935,flame-body,3,True
936,flash-fire,1,False
936,weak-armor,3,True
937,flash-fire,1,False
937,weak-armor,3,True
938,own-tempo,1,False
938,static,2,False
938,damp,3,True
939,electromorphosis,1,False
939,static,2,False
939,damp,3,True
940,wind-power,1,False
940,volt-absorb,2,False
940,competitive,3,True
941,wind-power,1,False
941,volt-absorb,2,False
941,competitive,3,True
942,intimidate,1,False
942,run-away,2,False
942,stakeout,3,True
943,intimidate,1,False
943,guard-dog,2,False
943,stakeout,3,True
944,unburden,1,False
944,pickpocket,2,False
944,prankster,3,True
945,unburden,1,False
945,poison-touch,2,False
945,prankster,3,True
946,wind-rider,1,False
946,infiltrator,3,True
947,wind-rider,1,False
947,infiltrator,3,True
948,mycelium-might,1,False
949,mycelium-might,1,False
950,anger-shell,1,False
950,shell-armor,2,False
950,regenerator,3,True
951,chlorophyll,1,False
951,insomnia,2,False
951,klutz,3,True
952,chlorophyll,1,False
952,insomnia,2,False
952,moody,3,True
953,compound-eyes,1,False
953,shed-skin,3,True
954,synchronize,1,False
954,telepathy,3,True
955,anticipation,1,False
955,frisk,2,False
955,speed-boost,3,True
956,opportunist,1,False
956,frisk,2,False
956,speed-boost,3,True
957,mold-breaker,1,False
957,own-tempo,2,False
957,pickpocket,3,True
958,mold-breaker,1,False
958,own-tempo,2,False
958,pickpocket,3,True
959,mold-breaker,1,False
959,own-tempo,2,False
959,pickpocket,3,True
960,gooey,1,False
960,rattled,2,False
960,sand-veil,3,True
961,gooey,1,False
961,rattled,2,False
961,sand-veil,3,True
962,big-pecks,1,False
962,keen-eye,2,False
962,rocky-payload,3,True
963,water-veil,1,False
964,zero-to-hero,1,False
965,overcoat,1,False
965,slow-start,3,True
966,overcoat,1,False
966,filter,3,True
967,shed-skin,1,False
967,regenerator,3,True
968,earth-eater,1,False
968,sand-veil,3,True
969,toxic-debris,1,False
969,corrosion,3,True
970,toxic-debris,1,False
970,corrosion,3,True
971,pickup,1,False
971,fluffy,3,True
972,sand-rush,1,False
972,fluffy,3,True
973,scrappy,1,False
973,tangled-feet,2,False
973,costar,3,True
974,thick-fat,1,False
974,snow-cloak,2,False
974,sheer-force,3,True
975,thick-fat,1,False
975,slush-rush,2,False
975,sheer-force,3,True
976,mold-breaker,1,False
976,sharpness,3,True
977,unaware,1,False
977,oblivious,2,False
977,water-veil,3,True
978,commander,1,False
978,storm-drain,3,True
979,vital-spirit,1,False
979,inner-focus,2,False
979,defiant,3,True
980,poison-point,1,False
980,water-absorb,2,False
980,unaware,3,True
981,cud-chew,1,False
981,armor-tail,2,False
981,sap-sipper,3,True
982,serene-grace,1,False
982,run-away,2,False
982,rattled,3,True
983,defiant,1,False
983,supreme-overlord,2,False
983,pressure,3,True
984,protosynthesis,1,False
985,protosynthesis,1,False
986,protosynthesis,1,False
987,protosynthesis,1,False
988,protosynthesis,1,False
989,protosynthesis,1,False
990,quark-drive,1,False
991,quark-drive,1,False
992,quark-drive,1,False
993,quark-drive,1,False
994,quark-drive,1,False
995,quark-drive,1,False
996,thermal-exchange,1,False
996,ice-body,3,True
997,thermal-exchange,1,False
997,ice-body,3,True
998,thermal-exchange,1,False
998,ice-body,3,True
999,rattled,1,False
1000,good-as-gold,1,False
1001,tablets-of-ruin,1,False
1002,sword-of-ruin,1,False
1003,vessel-of-ruin,1,False
1004,beads-of-ruin,1,False
1005,protosynthesis,1,False
1006,quark-drive,1,False
1007,orichalcum-pulse,1,False
1008,hadron-engine,1,False
1009,protosynthesis,1,False
1010,quark-drive,1,False
1011,supersweet-syrup,1,False
1011,gluttony,2,False
1011,sticky-hold,3,True
1012,hospitality,1,False
1012,heatproof,3,True
1013,hospitality,1,False
1013,heatproof,3,True
1014,toxic-chain,1,False
1014,guard-dog,3,True
1015,toxic-chain,1,False
1015,frisk,3,True
1016,toxic-chain,1,False
1016,technician,3,True
1017,defiant,1,False
1018,stamina,1,False
1018,sturdy,2,False
1018,stalwart,3,True
1019,supersweet-syrup,1,False
1019,regenerator,2,False
1019,sticky-hold,3,True
1020,protosynthesis,1,False
1021,protosynthesis,1,False
1022,quark-drive,1,False
1023,quark-drive,1,False
1024,tera-shift,1,False
1025,poison-puppeteer,1,False
10001,pressure,1,False
10002,pressure,1,False
10003,pressure,1,False
10004,anticipation,1,False
10004,overcoat,3,True
10005,anticipation,1,False
10005,overcoat,3,True
10006,serene-grace,1,False
10007,levitate,1,False
10008,levitate,1,False
10009,levitate,1,False
10010,levitate,1,False
10011,levitate,1,False
10012,levitate,1,False
10013,forecast,1,False
10014,forecast,1,False
10015,forecast,1,False
10016,rock-head,1,False
10016,adaptability,2,False
10016,mold-breaker,3,True
10017,sheer-force,1,False
10017,zen-mode,3,True
10018,serene-grace,1,False
10019,regenerator,1,False
10020,volt-absorb,1,False
10021,intimidate,1,False
10022,teravolt,1,False
10023,turboblaze,1,False
10024,justified,1,False
10025,keen-eye,1,False
10025,infiltrator,2,False
10025,competitive,3,True
10026,stance-change,1,False
10027,pickup,1,False
10027,frisk,2,False
10027,insomnia,3,True
10028,pickup,1,False
10028,frisk,2,False
10028,insomnia,3,True
10029,pickup,1,False
10029,frisk,2,False
10029,insomnia,3,True
10030,pickup,1,False
10030,frisk,2,False
10030,insomnia,3,True
10031,pickup,1,False
10031,frisk,2,False
10031,insomnia,3,True
10032,pickup,1,False
10032,frisk,2,False
10032,insomnia,3,True
10033,thick-fat,1,False
10034,tough-claws,1,False
10035,drought,1,False
10036,mega-launcher,1,False
10037,trace,1,False
10038,shadow-tag,1,False
10039,parental-bond,1,False
10040,aerilate,1,False
10041,mold-breaker,1,False
10042,tough-claws,1,False
10043,steadfast,1,False
10044,insomnia,1,False
10045,mold-breaker,1,False
