move_id,move_name,move_type,power,accuracy,pp,priority,damage_class,generation
541,tail-slap,normal,25.0,85.0,10,0,physical,generation-v
542,hurricane,flying,110.0,70.0,10,0,special,generation-v
543,head-charge,normal,120.0,100.0,15,0,physical,generation-v
544,gear-grind,steel,50.0,85.0,15,0,physical,generation-v
545,searing-shot,fire,100.0,100.0,5,0,special,generation-v
546,techno-blast,normal,120.0,100.0,5,0,special,generation-v
547,relic-song,normal,75.0,100.0,10,0,special,generation-v
548,secret-sword,fighting,85.0,100.0,10,0,special,generation-v
549,glaciate,ice,65.0,95.0,10,0,special,generation-v
55,water-gun,water,40.0,100.0,25,0,special,generation-i
550,bolt-strike,electric,130.0,85.0,5,0,physical,generation-v
551,blue-flare,fire,130.0,85.0,5,0,special,generation-v
552,fiery-dance,fire,80.0,100.0,10,0,special,generation-v
553,freeze-shock,ice,140.0,90.0,5,0,physical,generation-v
554,ice-burn,ice,140.0,90.0,5,0,special,generation-v
555,snarl,dark,55.0,95.0,15,0,special,generation-v
556,icicle-crash,ice,85.0,90.0,10,0,physical,generation-v
557,v-create,fire,180.0,95.0,5,0,physical,generation-v
558,fusion-flare,fire,100.0,100.0,5,0,special,generation-v
559,fusion-bolt,electric,100.0,100.0,5,0,physical,generation-v
56,hydro-pump,water,110.0,80.0,5,0,special,generation-i
560,flying-press,fighting,100.0,95.0,10,0,physical,generation-vi
561,mat-block,fighting,,,10,0,status,generation-vi
562,belch,poison,120.0,90.0,10,0,special,generation-vi
563,rototiller,ground,,,10,0,status,generation-vi
564,sticky-web,bug,,,20,0,status,generation-vi
565,fell-stinger,bug,50.0,100.0,25,0,physical,generation-vi
566,phantom-force,ghost,90.0,100.0,10,0,physical,generation-vi
567,trick-or-treat,ghost,,100.0,20,0,status,generation-vi
568,noble-roar,normal,,100.0,30,0,status,generation-vi
569,ion-deluge,electric,,,25,1,status,generation-vi
57,surf,water,90.0,100.0,15,0,special,generation-i
570,parabolic-charge,electric,65.0,100.0,20,0,special,generation-vi
571,forests-curse,grass,,100.0,20,0,status,generation-vi
572,petal-blizzard,grass,90.0,100.0,15,0,physical,generation-vi
573,freeze-dry,ice,70.0,100.0,20,0,special,generation-vi
574,disarming-voice,fairy,40.0,,15,0,special,generation-vi
575,parting-shot,dark,,100.0,20,0,status,generation-vi
576,topsy-turvy,dark,,,20,0,status,generation-vi
577,draining-kiss,fairy,50.0,100.0,10,0,special,generation-vi
578,crafty-shield,fairy,,,10,3,status,generation-vi
579,flower-shield,fairy,,,10,0,status,generation-vi
58,ice-beam,ice,90.0,100.0,10,0,special,generation-i
580,grassy-terrain,grass,,,10,0,status,generation-vi
581,misty-terrain,fairy,,,10,0,status,generation-vi
582,electrify,electric,,,20,0,status,generation-vi
583,play-rough,fairy,90.0,90.0,10,0,physical,generation-vi
584,fairy-wind,fairy,40.0,100.0,30,0,special,generation-vi
585,moonblast,fairy,95.0,100.0,15,0,special,generation-vi
586,boomburst,normal,140.0,100.0,10,0,special,generation-vi
587,fairy-lock,fairy,,,10,0,status,generation-vi
588,kings-shield,steel,,,10,4,status,generation-vi
589,play-nice,normal,,,20,0,status,generation-vi
59,blizzard,ice,110.0,70.0,5,0,special,generation-i
590,confide,normal,,,20,0,status,generation-vi
591,diamond-storm,rock,100.0,95.0,5,0,physical,generation-vi
592,steam-eruption,water,110.0,95.0,5,0,special,generation-vi
593,hyperspace-hole,psychic,80.0,,5,0,special,generation-vi
594,water-shuriken,water,15.0,100.0,20,1,special,generation-vi
595,mystical-fire,fire,75.0,100.0,10,0,special,generation-vi
596,spiky-shield,grass,,,10,4,status,generation-vi
597,aromatic-mist,fairy,,,20,0,status,generation-vi
598,eerie-impulse,electric,,100.0,15,0,status,generation-vi
599,venom-drench,poison,,100.0,20,0,status,generation-vi
6,pay-day,normal,40.0,100.0,20,0,physical,generation-i
60,psybeam,psychic,65.0,100.0,20,0,special,generation-i
600,powder,bug,,100.0,20,1,status,generation-vi
601,geomancy,fairy,,,10,0,status,generation-vi
602,magnetic-flux,electric,,,20,0,status,generation-vi
604,electric-terrain,electric,,,10,0,status,generation-vi
605,dazzling-gleam,fairy,80.0,100.0,10,0,special,generation-vi
608,baby-doll-eyes,fairy,,100.0,30,1,status,generation-vi
609,nuzzle,electric,20.0,100.0,20,0,physical,generation-vi
61,bubble-beam,water,65.0,100.0,20,0,special,generation-i
611,infestation,bug,20.0,100.0,20,0,special,generation-vi
612,power-up-punch,fighting,40.0,100.0,20,0,physical,generation-vi
613,oblivion-wing,flying,80.0,100.0,10,0,special,generation-vi
614,thousand-arrows,ground,90.0,100.0,10,0,physical,generation-vi
615,thousand-waves,ground,90.0,100.0,10,0,physical,generation-vi
616,lands-wrath,ground,90.0,100.0,10,0,physical,generation-vi
617,light-of-ruin,fairy,140.0,90.0,5,0,special,generation-vi
618,origin-pulse,water,110.0,85.0,10,0,special,generation-vi
619,precipice-blades,ground,120.0,85.0,10,0,physical,generation-vi
62,aurora-beam,ice,65.0,100.0,20,0,special,generation-i
620,dragon-ascent,flying,120.0,100.0,5,0,physical,generation-vi
621,hyperspace-fury,dark,100.0,,5,0,physical,generation-vi
63,hyper-beam,normal,150.0,90.0,5,0,special,generation-i
64,peck,flying,35.0,100.0,35,0,physical,generation-i
65,drill-peck,flying,80.0,100.0,20,0,physical,generation-i
659,shore-up,ground,,,5,0,status,generation-vii
66,submission,fighting,80.0,80.0,20,0,physical,generation-i
660,first-impression,bug,90.0,100.0,10,2,physical,generation-vii
661,baneful-bunker,poison,,,10,4,status,generation-vii
662,spirit-shackle,ghost,80.0,100.0,10,0,physical,generation-vii
663,darkest-lariat,dark,85.0,100.0,10,0,physical,generation-vii
664,sparkling-aria,water,90.0,100.0,10,0,special,generation-vii
665,ice-hammer,ice,100.0,90.0,10,0,physical,generation-vii
666,floral-healing,fairy,,,10,0,status,generation-vii
667,high-horsepower,ground,95.0,95.0,10,0,physical,generation-vii
668,strength-sap,grass,,100.0,10,0,status,generation-vii
669,solar-blade,grass,125.0,100.0,10,0,physical,generation-vii
67,low-kick,fighting,,100.0,20,0,physical,generation-i
670,leafage,grass,40.0,100.0,40,0,physical,generation-vii
671,spotlight,normal,,,15,3,status,generation-vii
672,toxic-thread,poison,,100.0,20,0,status,generation-vii
673,laser-focus,normal,,,30,0,status,generation-vii
674,gear-up,steel,,,20,0,status,generation-vii
675,throat-chop,dark,80.0,100.0,15,0,physical,generation-vii
676,pollen-puff,bug,90.0,100.0,15,0,special,generation-vii
677,anchor-shot,steel,80.0,100.0,20,0,physical,generation-vii
678,psychic-terrain,psychic,,,10,0,status,generation-vii
679,lunge,bug,80.0,100.0,15,0,physical,generation-vii
68,counter,fighting,,100.0,20,-5,physical,generation-i
680,fire-lash,fire,80.0,100.0,15,0,physical,generation-vii
681,power-trip,dark,20.0,100.0,10,0,physical,generation-vii
682,burn-up,fire,130.0,100.0,5,0,special,generation-vii
683,speed-swap,psychic,,,10,0,status,generation-vii
684,smart-strike,steel,70.0,,10,0,physical,generation-vii
685,purify,poison,,,20,0,status,generation-vii
686,revelation-dance,normal,90.0,100.0,15,0,special,generation-vii
687,core-enforcer,dragon,100.0,100.0,10,0,special,generation-vii
688,trop-kick,grass,70.0,100.0,15,0,physical,generation-vii
689,instruct,psychic,,,15,0,status,generation-vii
69,seismic-toss,fighting,,100.0,20,0,physical,generation-i
690,beak-blast,flying,100.0,100.0,15,-3,physical,generation-vii
691,clanging-scales,dragon,110.0,100.0,5,0,special,generation-vii
692,dragon-hammer,dragon,90.0,100.0,15,0,physical,generation-vii
693,brutal-swing,dark,60.0,100.0,20,0,physical,generation-vii
694,aurora-veil,ice,,,20,0,status,generation-vii
7,fire-punch,fire,75.0,100.0,15,0,physical,generation-i
70,strength,normal,80.0,100.0,15,0,physical,generation-i
704,shell-trap,fire,150.0,100.0,5,-3,special,generation-vii
705,fleur-cannon,fairy,130.0,90.0,5,0,special,generation-vii
706,psychic-fangs,psychic,85.0,100.0,10,0,physical,generation-vii
707,stomping-tantrum,ground,75.0,100.0,10,0,physical,generation-vii
708,shadow-bone,ghost,85.0,100.0,10,0,physical,generation-vii
709,accelerock,rock,40.0,100.0,20,1,physical,generation-vii
71,absorb,grass,20.0,100.0,25,0,special,generation-i
710,liquidation,water,85.0,100.0,10,0,physical,generation-vii
711,prismatic-laser,psychic,160.0,100.0,10,0,special,generation-vii
712,spectral-thief,ghost,90.0,100.0,10,0,physical,generation-vii
713,sunsteel-strike,steel,100.0,100.0,5,0,physical,generation-vii
714,moongeist-beam,ghost,100.0,100.0,5,0,special,generation-vii
715,tearful-look,normal,,,20,0,status,generation-vii
716,zing-zap,electric,80.0,100.0,10,0,physical,generation-vii
717,natures-madness,fairy,,90.0,10,0,special,generation-vii
718,multi-attack,normal,120.0,100.0,10,0,physical,generation-vii
72,mega-drain,grass,40.0,100.0,15,0,special,generation-i
720,mind-blown,fire,150.0,100.0,5,0,special,generation-vii
721,plasma-fists,electric,100.0,100.0,15,0,physical,generation-vii
722,photon-geyser,psychic,100.0,100.0,5,0,special,generation-vii
729,zippy-zap,electric,80.0,100.0,10,2,physical,generation-vii
73,leech-seed,grass,,90.0,10,0,status,generation-i
730,splishy-splash,water,90.0,100.0,15,0,special,generation-vii
731,floaty-fall,flying,90.0,95.0,15,0,physical,generation-vii
733,bouncy-bubble,water,60.0,100.0,20,0,special,generation-vii
734,buzzy-buzz,electric,60.0,100.0,20,0,special,generation-vii
735,sizzly-slide,fire,60.0,100.0,20,0,physical,generation-vii
736,glitzy-glow,psychic,80.0,95.0,15,0,special,generation-vii
737,baddy-bad,dark,80.0,95.0,15,0,special,generation-vii
738,sappy-seed,grass,100.0,90.0,10,0,physical,generation-vii
739,freezy-frost,ice,100.0,90.0,10,0,special,generation-vii
74,growth,normal,,,20,0,status,generation-i
740,sparkly-swirl,fairy,120.0,85.0,5,0,special,generation-vii
742,double-iron-bash,steel,60.0,100.0,5,0,physical,generation-vii
744,dynamax-cannon,dragon,100.0,100.0,5,0,special,generation-viii
745,snipe-shot,water,80.0,100.0,15,0,special,generation-viii
746,jaw-lock,dark,80.0,100.0,10,0,physical,generation-viii
747,stuff-cheeks,normal,,,10,0,status,generation-viii
748,no-retreat,fighting,,,5,0,status,generation-viii
749,tar-shot,rock,,100.0,15,0,status,generation-viii
75,razor-leaf,grass,55.0,95.0,25,0,physical,generation-i
750,magic-powder,psychic,,100.0,20,0,status,generation-viii
751,dragon-darts,dragon,50.0,100.0,10,0,physical,generation-viii
752,teatime,normal,,,10,0,status,generation-viii
753,octolock,fighting,,100.0,15,0,status,generation-viii
754,bolt-beak,electric,85.0,100.0,10,0,physical,generation-viii
755,fishious-rend,water,85.0,100.0,10,0,physical,generation-viii
756,court-change,normal,,100.0,10,0,status,generation-viii
76,solar-beam,grass,120.0,100.0,10,0,special,generation-i
77,poison-powder,poison,,75.0,35,0,status,generation-i
775,clangorous-soul,dragon,,100.0,5,0,status,generation-viii
776,body-press,fighting,80.0,100.0,10,0,physical,generation-viii
777,decorate,fairy,,,15,0,status,generation-viii
778,drum-beating,grass,80.0,100.0,10,0,physical,generation-viii
779,snap-trap,grass,35.0,100.0,15,0,physical,generation-viii
78,stun-spore,grass,,75.0,30,0,status,generation-i
780,pyro-ball,fire,120.0,90.0,5,0,physical,generation-viii
783,aura-wheel,electric,110.0,100.0,10,0,physical,generation-viii
784,breaking-swipe,dragon,60.0,100.0,15,0,physical,generation-viii
785,branch-poke,grass,40.0,100.0,40,0,physical,generation-viii
786,overdrive,electric,80.0,100.0,10,0,special,generation-viii
787,apple-acid,grass,80.0,100.0,10,0,special,generation-viii
788,grav-apple,grass,80.0,100.0,10,0,physical,generation-viii
789,spirit-break,fairy,75.0,100.0,15,0,physical,generation-viii
79,sleep-powder,grass,,75.0,15,0,status,generation-i
790,strange-steam,fairy,90.0,95.0,10,0,special,generation-viii
791,life-dew,water,,,10,0,status,generation-viii
792,obstruct,dark,,100.0,10,4,status,generation-viii
793,false-surrender,dark,80.0,,10,0,physical,generation-viii
794,meteor-assault,fighting,150.0,100.0,5,0,physical,generation-viii
795,eternabeam,dragon,160.0,90.0,5,0,special,generation-viii
796,steel-beam,steel,140.0,95.0,5,0,special,generation-viii
797,expanding-force,psychic,80.0,100.0,10,0,special,generation-viii
798,steel-roller,steel,130.0,100.0,5,0,physical,generation-viii
799,scale-shot,dragon,25.0,90.0,20,0,physical,generation-viii
8,ice-punch,ice,75.0,100.0,15,0,physical,generation-i
80,petal-dance,grass,120.0,100.0,10,0,special,generation-i
800,meteor-beam,rock,120.0,90.0,10,0,special,generation-viii
801,shell-side-arm,poison,90.0,100.0,10,0,special,generation-viii
802,misty-explosion,fairy,100.0,100.0,5,0,special,generation-viii
803,grassy-glide,grass,55.0,100.0,20,0,physical,generation-viii
804,rising-voltage,electric,70.0,100.0,20,0,special,generation-viii
805,terrain-pulse,normal,50.0,100.0,10,0,special,generation-viii
806,skitter-smack,bug,70.0,90.0,10,0,physical,generation-viii
807,burning-jealousy,fire,70.0,100.0,5,0,special,generation-viii
808,lash-out,dark,75.0,100.0,5,0,physical,generation-viii
809,poltergeist,ghost,110.0,90.0,5,0,physical,generation-viii
81,string-shot,bug,,95.0,40,0,status,generation-i
810,corrosive-gas,poison,,100.0,40,0,status,generation-viii
811,coaching,fighting,,,10,0,status,generation-viii
812,flip-turn,water,60.0,100.0,20,0,physical,generation-viii
813,triple-axel,ice,20.0,90.0,10,0,physical,generation-viii
814,dual-wingbeat,flying,40.0,90.0,10,0,physical,generation-viii
815,scorching-sands,ground,70.0,100.0,10,0,special,generation-viii
816,jungle-healing,grass,,,10,0,status,generation-viii
817,wicked-blow,dark,75.0,100.0,5,0,physical,generation-viii
818,surging-strikes,water,25.0,100.0,5,0,physical,generation-viii
819,thunder-cage,electric,80.0,90.0,15,0,special,generation-viii
82,dragon-rage,dragon,,100.0,10,0,special,generation-i
820,dragon-energy,dragon,150.0,100.0,5,0,special,generation-viii
821,freezing-glare,psychic,90.0,100.0,10,0,special,generation-viii
822,fiery-wrath,dark,90.0,100.0,10,0,special,generation-viii
823,thunderous-kick,fighting,90.0,100.0,10,0,physical,generation-viii
824,glacial-lance,ice,120.0,100.0,5,0,physical,generation-viii
825,astral-barrage,ghost,120.0,100.0,5,0,special,generation-viii
826,eerie-spell,psychic,80.0,100.0,5,0,special,generation-viii
827,dire-claw,poison,80.0,100.0,15,0,physical,generation-viii
828,psyshield-bash,psychic,70.0,90.0,10,0,physical,generation-viii
829,power-shift,normal,0.0,,10,0,status,generation-viii
83,fire-spin,fire,35.0,85.0,15,0,special,generation-i
830,stone-axe,rock,65.0,90.0,15,0,physical,generation-viii
831,springtide-storm,fairy,100.0,80.0,5,0,special,generation-viii
832,mystical-power,psychic,70.0,90.0,10,0,special,generation-viii
833,raging-fury,fire,120.0,100.0,10,0,physical,generation-viii
834,wave-crash,water,120.0,100.0,10,0,physical,generation-viii
835,chloroblast,grass,150.0,95.0,5,0,special,generation-viii
836,mountain-gale,ice,100.0,85.0,10,0,physical,generation-viii
837,victory-dance,fighting,0.0,,10,0,status,generation-viii
838,headlong-rush,ground,120.0,100.0,5,0,physical,generation-viii
839,barb-barrage,poison,60.0,100.0,10,0,physical,generation-viii
84,thunder-shock,electric,40.0,100.0,30,0,special,generation-i
840,esper-wing,psychic,80.0,100.0,10,0,special,generation-viii
841,bitter-malice,ghost,75.0,100.0,10,0,special,generation-viii
842,shelter,steel,0.0,,10,0,status,generation-viii
843,triple-arrows,fighting,90.0,100.0,10,0,physical,generation-viii
844,infernal-parade,ghost,60.0,100.0,15,0,special,generation-viii
845,ceaseless-edge,dark,65.0,90.0,15,0,physical,generation-viii
846,bleakwind-storm,flying,100.0,80.0,10,0,special,generation-viii
847,wildbolt-storm,electric,100.0,80.0,10,0,special,generation-viii
848,sandsear-storm,ground,100.0,80.0,10,0,special,generation-viii
849,lunar-blessing,psychic,0.0,,5,0,status,generation-viii
85,thunderbolt,electric,90.0,100.0,15,0,special,generation-i
850,take-heart,psychic,0.0,,10,0,status,generation-viii
851,tera-blast,normal,80.0,100.0,10,0,special,generation-ix
852,silk-trap,bug,0.0,,10,4,status,generation-ix
853,axe-kick,fighting,120.0,90.0,10,0,physical,generation-ix
854,last-respects,ghost,50.0,100.0,10,0,physical,generation-ix
855,lumina-crash,psychic,80.0,100.0,10,0,special,generation-ix
856,order-up,dragon,80.0,100.0,10,0,physical,generation-ix
857,jet-punch,water,60.0,100.0,15,1,physical,generation-ix
858,spicy-extract,grass,0.0,,15,0,status,generation-ix
859,spin-out,steel,100.0,100.0,5,0,physical,generation-ix
86,thunder-wave,electric,,90.0,20,0,status,generation-i
860,population-bomb,normal,20.0,90.0,10,0,physical,generation-ix
861,ice-spinner,ice,80.0,100.0,15,0,physical,generation-ix
862,glaive-rush,dragon,120.0,100.0,5,0,physical,generation-ix
863,revival-blessing,normal,0.0,,1,0,status,generation-ix
864,salt-cure,rock,40.0,100.0,15,0,physical,generation-ix
865,triple-dive,water,30.0,95.0,10,0,physical,generation-ix
866,mortal-spin,poison,30.0,100.0,15,0,physical,generation-ix
867,doodle,normal,0.0,100.0,10,0,status,generation-ix
868,fillet-away,normal,0.0,,10,0,status,generation-ix
869,kowtow-cleave,dark,85.0,,10,0,physical,generation-ix
87,thunder,electric,110.0,70.0,10,0,special,generation-i
870,flower-trick,grass,70.0,,10,0,physical,generation-ix
871,torch-song,fire,80.0,100.0,10,0,special,generation-ix
872,aqua-step,water,80.0,100.0,10,0,physical,generation-ix
873,raging-bull,normal,90.0,100.0,10,0,physical,generation-ix
874,make-it-rain,steel,120.0,100.0,5,0,special,generation-ix
875,psyblade,psychic,80.0,100.0,15,0,physical,generation-ix
876,hydro-steam,water,80.0,100.0,15,0,special,generation-ix
877,ruination,dark,1.0,90.0,10,0,special,generation-ix
878,collision-course,fighting,100.0,100.0,5,0,physical,generation-ix
879,electro-drift,electric,100.0,100.0,5,0,special,generation-ix
88,rock-throw,rock,50.0,90.0,15,0,physical,generation-i
880,shed-tail,normal,0.0,,10,0,status,generation-ix
881,chilly-reception,ice,0.0,,10,0,status,generation-ix
882,tidy-up,normal,0.0,,10,0,status,generation-ix
883,snowscape,ice,0.0,,10,0,status,generation-ix
884,pounce,bug,50.0,100.0,20,0,physical,generation-ix
885,trailblaze,grass,50.0,100.0,20,0,physical,generation-ix
886,chilling-water,water,50.0,100.0,20,0,special,generation-ix
887,hyper-drill,normal,100.0,100.0,5,0,physical,generation-ix
888,twin-beam,psychic,40.0,100.0,10,0,special,generation-ix
889,rage-fist,ghost,50.0,100.0,10,0,physical,generation-ix
89,earthquake,ground,100.0,100.0,10,0,physical,generation-i
890,armor-cannon,fire,120.0,100.0,5,0,special,generation-ix
891,bitter-blade,fire,90.0,100.0,10,0,physical,generation-ix
892,double-shock,electric,120.0,100.0,5,0,physical,generation-ix
893,gigaton-hammer,steel,160.0,100.0,5,0,physical,generation-ix
894,comeuppance,dark,1.0,100.0,10,0,physical,generation-ix
895,aqua-cutter,water,70.0,100.0,20,0,physical,generation-ix
9,thunder-punch,electric,75.0,100.0,15,0,physical,generation-i
90,fissure,ground,,30.0,5,0,physical,generation-i
901,blood-moon,normal,140.0,100.0,5,0,special,generation-ix
902,matcha-gotcha,grass,80.0,90.0,15,0,special,generation-ix
903,syrup-bomb,grass,60.0,85.0,10,0,special,generation-ix
904,ivy-cudgel,grass,100.0,100.0,10,0,physical,generation-ix
905,electro-shot,electric,130.0,100.0,10,0,special,generation-ix
906,tera-starstorm,normal,120.0,100.0,5,0,special,generation-ix
907,fickle-beam,dragon,80.0,100.0,5,0,special,generation-ix
908,burning-bulwark,fire,0.0,0.0,10,4,status,generation-ix
909,thunderclap,electric,70.0,100.0,5,1,special,generation-ix
91,dig,ground,80.0,100.0,10,0,physical,generation-i
910,mighty-cleave,rock,95.0,100.0,5,0,physical,generation-ix
911,tachyon-cutter,steel,50.0,0.0,10,0,special,generation-ix
912,hard-press,steel,0.0,100.0,10,0,physical,generation-ix
913,dragon-cheer,dragon,0.0,0.0,15,0,status,generation-ix
914,alluring-voice,fairy,80.0,100.0,10,0,special,generation-ix
915,temper-flare,fire,75.0,100.0,10,0,physical,generation-ix
916,supercell-slam,electric,100.0,95.0,15,0,physical,generation-ix
917,psychic-noise,psychic,75.0,100.0,10,0,special,generation-ix
918,upper-hand,fighting,65.0,100.0,15,3,physical,generation-ix
919,malignant-chain,poison,100.0,100.0,5,0,special,generation-ix
92,toxic,poison,,90.0,10,0,status,generation-i
93,confusion,psychic,50.0,100.0,25,0,special,generation-i
94,psychic,psychic,90.0,100.0,10,0,special,generation-i
95,hypnosis,psychic,,60.0,20,0,status,generation-i
96,meditate,psychic,,,40,0,status,generation-i
97,agility,psychic,,,30,0,status,generation-i
98,quick-attack,normal,40.0,100.0,30,1,physical,generation-i
99,rage,normal,20.0,100.0,20,0,physical,generation-i
